#logIe_J  logsigma  logRe_J  logIe_J_err  logsigma_err  logRe_J_err  weights
  3.118     2.158      0.433     0.048      0.048       0.032      1.0        
  3.463     2.227      0.099     0.048      0.023       0.032      1.1415526  
  2.958     2.346      0.512     0.069      0.053       0.047      1.0        
  3.114     2.36       0.387     0.08       0.051       0.054      1.0        
  3.394     2.29       0.176     0.082      0.078       0.055      1.0        
  3.125     2.283      0.136     0.091      0.061       0.061      2.8985507  
  3.429     2.309      0.145     0.087      0.047       0.059      1.1389521  
  3.229     2.109      0.08      0.074      0.083       0.05       2.8735633  
  3.338     2.127      0.127     0.093      0.083       0.063      1.5797788  
  2.839     2.126      0.474     0.082      0.097       0.055      1.0        
  3.16      2.256      0.377     0.078      0.097       0.053      1.0        
  3.276     2.428      0.323     0.079      0.034       0.053      1.0        
  3.32      2.266      0.048     0.075      0.057       0.05       2.8653295  
  3.237     2.261      0.228     0.048      0.018       0.032      1.0        
  3.319     2.364      0.229     0.087      0.05        0.059      1.0        
  3.344     2.114      0.215     0.088      0.072       0.059      1.0        
  3.142     2.125      0.265     0.095      0.087       0.064      1.0570825  
  2.976     2.202      0.399     0.048      0.079       0.032      1.0        
  3.425     2.19       0.0020    0.092      0.076       0.062      2.6595745  
  3.29      2.203      0.184     0.095      0.082       0.064      1.2674272  
  3.343     2.156      0.093     0.086      0.061       0.058      1.6638935  
  3.173     2.078      -0.125    0.083      0.116       0.056      13.513514  
  3.405     2.222      0.067     0.071      0.064       0.048      1.6863407  
  3.386     2.276      0.129     0.082      0.044       0.055      1.1376565  
  3.074     2.063      0.344     0.09       0.109       0.061      1.0        
  3.094     2.377      0.501     0.048      0.026       0.032      1.0        
  3.683     2.401      -0.018    0.061      0.04        0.041      1.3513514  
  3.16      2.155      0.227     0.048      0.037       0.032      1.4430014  
  3.232     2.187      0.193     0.079      0.05        0.054      1.3755158  
  3.218     2.231      0.156     0.083      0.068       0.056      1.8348624  
  3.291     2.302      0.24      0.087      0.055       0.059      1.0        
  3.239     2.487      0.525     0.056      0.034       0.038      1.0        
  3.59      2.273      0.098     0.086      0.069       0.058      1.0        
  3.031     2.395      0.563     0.066      0.035       0.045      1.0        
  3.188     2.224      0.329     0.083      0.078       0.056      1.0        
  3.46      2.195      0.127     0.09       0.05        0.061      1.0        
  3.21      2.357      0.364     0.079      0.034       0.053      1.0        
  2.992     2.186      0.308     0.062      0.041       0.042      1.4084507  
  3.192     2.109      0.178     0.076      0.062       0.051      1.5797788  
  3.33      2.263      0.101     0.067      0.033       0.045      1.8867925  
  2.915     2.221      0.578     0.064      0.06        0.043      1.0        
  3.063     2.322      0.33      0.087      0.059       0.059      1.0        
  3.306     2.301      0.182     0.093      0.045       0.063      1.0526316  
  2.589     2.151      0.602     0.048      0.044       0.032      1.0        
  2.882     2.156      0.319     0.079      0.053       0.053      1.7271158  
  2.639     2.13       0.56      0.06       0.052       0.04       1.0        
  3.081     2.136      0.245     0.064      0.091       0.043      1.5174507  
  3.127     2.219      0.385     0.068      0.063       0.046      1.0        
  2.41      2.201      0.828     0.063      0.078       0.042      1.0        
  3.496     2.257      0.066     0.048      0.027       0.032      1.1976048  
  2.976     2.23       0.348     0.048      0.022       0.032      1.0152284  
  3.147     2.33       0.318     0.087      0.058       0.058      1.0        
  2.587     2.202      0.632     0.083      0.101       0.056      1.0        
  2.98      2.19       0.411     0.05       0.036       0.034      1.0        
  3.677     2.27       -0.32     0.053      0.034       0.036      9.090909   
  2.972     2.151      0.361     0.064      0.039       0.043      1.0        
  3.282     2.239      0.299     0.074      0.059       0.05       1.0        
  2.744     2.231      0.643     0.062      0.082       0.042      1.0        
  2.713     2.385      0.789     0.057      0.06        0.039      1.0        
  3.622     2.145      -0.058    0.091      0.05        0.062      1.8083184  
  3.05      2.248      0.236     0.075      0.048       0.051      1.8796992  
  3.277     2.238      0.078     0.092      0.089       0.062      2.3148148  
  3.454     2.303      0.102     0.053      0.036       0.036      1.1695906  
  2.717     2.208      0.606     0.077      0.071       0.052      1.0        
  3.186     2.328      0.389     0.073      0.029       0.05       1.0        
  2.983     2.176      0.332     0.093      0.059       0.062      1.2610341  
  3.501     2.161      -0.172    0.06       0.046       0.041      5.952381   
  3.152     2.317      0.427     0.064      0.036       0.043      1.0        
  3.097     2.106      0.448     0.079      0.163       0.053      1.0        
  2.701     2.243      0.558     0.086      0.074       0.058      1.0        
  2.952     2.281      0.574     0.068      0.084       0.046      1.0        
  3.38      2.069      0.261     0.083      0.102       0.056      1.0        
  3.241     2.272      0.418     0.057      0.043       0.039      1.0        
  2.886     2.208      0.531     0.08       0.07        0.054      1.0        
  3.369     2.354      0.247     0.082      0.054       0.055      1.0        
  2.885     2.245      0.425     0.056      0.038       0.038      1.0        
  2.954     2.126      0.414     0.048      0.034       0.032      1.0        
  3.142     2.354      0.504     0.049      0.023       0.033      1.0        
  3.07      2.321      0.459     0.055      0.032       0.037      1.0        
  3.439     2.25       0.085     0.048      0.034       0.032      1.4084507  
  2.887     2.116      0.354     0.093      0.091       0.063      1.5082957  
  3.332     2.244      0.35      0.076      0.031       0.051      1.0        
  2.788     2.154      0.308     0.076      0.101       0.051      2.695418   
  2.714     2.232      0.613     0.048      0.066       0.032      1.0        
  3.084     2.322      0.351     0.078      0.067       0.053      1.0        
  2.917     2.324      0.424     0.09       0.08        0.06       1.0        
  3.47      2.217      0.079     0.048      0.029       0.032      1.2722646  
  2.854     2.175      0.482     0.065      0.079       0.044      1.0        
  3.189     2.117      0.088     0.088      0.081       0.059      3.257329   
  3.497     2.251      0.1       0.072      0.029       0.049      1.0        
  3.224     2.136      0.086     0.054      0.045       0.037      2.5773196  
  3.01      2.34       0.27      0.086      0.076       0.058      1.5576323  
  3.309     2.294      0.26      0.048      0.014       0.032      1.0        
  3.457     2.123      0.122     0.071      0.084       0.048      1.0319917  
  3.493     2.382      0.133     0.086      0.039       0.058      1.0        
  3.241     2.314      0.219     0.082      0.059       0.056      1.1363636  
  3.045     2.124      0.197     0.089      0.116       0.06       2.3752968  
  2.861     2.369      0.58      0.07       0.036       0.047      1.0        
  3.118     2.34       0.298     0.085      0.051       0.057      1.0060362  
  3.45      2.414      0.214     0.06       0.037       0.04       1.0        
  3.131     2.123      0.145     0.09       0.142       0.061      2.6809652  
  3.211     2.337      0.418     0.06       0.077       0.041      1.0        
  3.134     2.12       0.255     0.064      0.074       0.043      1.1261262  
  3.296     2.247      0.252     0.089      0.07        0.06       1.0        
  3.144     2.305      0.416     0.064      0.052       0.043      1.0        
  3.369     2.051      -0.02     0.09       0.173       0.06       3.5460992  
  2.957     2.268      0.385     0.091      0.089       0.061      1.0        
  3.256     2.059      0.16      0.048      0.041       0.032      1.4164307  
  3.152     2.083      0.27      0.09       0.088       0.061      1.0        
  3.22      2.233      0.267     0.078      0.06        0.052      1.0        
  3.273     2.368      0.272     0.088      0.07        0.059      1.0        
  3.236     2.367      0.33      0.083      0.05        0.056      1.0        
  3.439     2.363      0.165     0.091      0.045       0.061      1.0        
  3.077     2.262      0.286     0.068      0.058       0.046      1.1049724  
  3.041     2.144      0.205     0.095      0.162       0.064      2.3923445  
  3.372     2.382      0.216     0.089      0.046       0.06       1.0        
  2.944     2.256      0.418     0.076      0.069       0.051      1.0        
